num_sylls,combo_no,syll_no,note_vals,add_length,bar_start,bar_end
10,10-367,10,0.5,"","",|
10,10-381,1,1.5,..,|#,""
10,10-381,2,0.5,"","",|
10,10-381,3,0.5,"","",""
10,10-381,4,1.5,..,"",|
10,10-381,5,1,.,"",""
10,10-381,6,1,.,"",|
10,10-381,7,0.5,"","",""
10,10-381,8,0.5,"","",""
10,10-381,9,0.5,"","",""
10,10-381,10,0.5,"","",|
10,10-383,1,1,.,|#,""
10,10-383,2,1,.,"",|
10,10-383,3,0.5,"","",""
10,10-383,4,1.5,..,"",|
10,10-383,5,1,.,"",""
10,10-383,6,1,.,"",|
10,10-383,7,0.5,"","",""
10,10-383,8,0.5,"","",""
10,10-383,9,0.5,"","",""
10,10-383,10,0.5,"","",|
10,10-385,1,0.5,"",|#,""
10,10-385,2,1.5,..,"",|
10,10-385,3,0.5,"","",""
10,10-385,4,1.5,..,"",|
10,10-385,5,1,.,"",""
10,10-385,6,1,.,"",|
10,10-385,7,0.5,"","",""
10,10-385,8,0.5,"","",""
10,10-385,9,0.5,"","",""
10,10-385,10,0.5,"","",|
10,10-487,1,0.5,"",|#,""
10,10-487,2,0.5,"","",""
10,10-487,3,0.5,"","",""
10,10-487,4,0.5,"","",|
10,10-487,5,0.5,"","",""
10,10-487,6,1.5,..,"",|
10,10-487,7,0.5,"","",""
10,10-487,8,0.5,"","",""
10,10-487,9,0.5,"","",""
10,10-487,10,0.5,"","",|
10,10-507,1,1.5,..,|#,""
10,10-507,2,0.5,"","",|
10,10-507,3,1.5,..,"",""
10,10-507,4,0.5,"","",|
10,10-507,5,0.5,"","",""
10,10-507,6,1.5,..,"",|
10,10-507,7,0.5,"","",""
10,10-507,8,0.5,"","",""
10,10-507,9,0.5,"","",""
10,10-507,10,0.5,"","",|
10,10-509,1,1,.,|#,""
10,10-509,2,1,.,"",|
10,10-509,3,1.5,..,"",""
10,10-509,4,0.5,"","",|
10,10-509,5,0.5,"","",""
10,10-509,6,1.5,..,"",|
10,10-509,7,0.5,"","",""
10,10-509,8,0.5,"","",""
10,10-509,9,0.5,"","",""
10,10-509,10,0.5,"","",|
10,10-511,1,0.5,"",|#,""
10,10-511,2,1.5,..,"",|
10,10-511,3,1.5,..,"",""
10,10-511,4,0.5,"","",|
10,10-511,5,0.5,"","",""
10,10-511,6,1.5,..,"",|
10,10-511,7,0.5,"","",""
10,10-511,8,0.5,"","",""
10,10-511,9,0.5,"","",""
10,10-511,10,0.5,"","",|
10,10-525,1,1.5,..,|#,""
10,10-525,2,0.5,"","",|
10,10-525,3,1,.,"",""
10,10-525,4,1,.,"",|
10,10-525,5,0.5,"","",""
10,10-525,6,1.5,..,"",|
10,10-525,7,0.5,"","",""
10,10-525,8,0.5,"","",""
10,10-525,9,0.5,"","",""
10,10-525,10,0.5,"","",|
10,10-527,1,1,.,|#,""
10,10-527,2,1,.,"",|
10,10-527,3,1,.,"",""
10,10-527,4,1,.,"",|
10,10-527,5,0.5,"","",""
10,10-527,6,1.5,..,"",|
10,10-527,7,0.5,"","",""
10,10-527,8,0.5,"","",""
10,10-527,9,0.5,"","",""
10,10-527,10,0.5,"","",|
10,10-529,1,0.5,"",|#,""
10,10-529,2,1.5,..,"",|
10,10-529,3,1,.,"",""
10,10-529,4,1,.,"",|
10,10-529,5,0.5,"","",""
10,10-529,6,1.5,..,"",|
10,10-529,7,0.5,"","",""
10,10-529,8,0.5,"","",""
10,10-529,9,0.5,"","",""
10,10-529,10,0.5,"","",|
10,10-543,1,1.5,..,|#,""
10,10-543,2,0.5,"","",|
10,10-543,3,0.5,"","",""
10,10-543,4,1.5,..,"",|
10,10-543,5,0.5,"","",""
10,10-543,6,1.5,..,"",|
10,10-543,7,0.5,"","",""
10,10-543,8,0.5,"","",""
10,10-543,9,0.5,"","",""
10,10-543,10,0.5,"","",|
10,10-545,1,1,.,|#,""
10,10-545,2,1,.,"",|
10,10-545,3,0.5,"","",""
10,10-545,4,1.5,..,"",|
10,10-545,5,0.5,"","",""
10,10-545,6,1.5,..,"",|
10,10-545,7,0.5,"","",""
10,10-545,8,0.5,"","",""
10,10-545,9,0.5,"","",""
10,10-545,10,0.5,"","",|
10,10-547,1,0.5,"",|#,""
10,10-547,2,1.5,..,"",|
10,10-547,3,0.5,"","",""
10,10-547,4,1.5,..,"",|
10,10-547,5,0.5,"","",""
10,10-547,6,1.5,..,"",|
10,10-547,7,0.5,"","",""
10,10-547,8,0.5,"","",""
10,10-547,9,0.5,"","",""
10,10-547,10,0.5,"","",|
10,10-2189,1,1,.,|#,""
10,10-2189,2,0.5,"","",""
10,10-2189,3,0.5,"","",|
10,10-2189,4,0.5,"","",""
10,10-2189,5,0.5,"","",""
10,10-2189,6,0.5,"","",""
10,10-2189,7,0.5,"","",|
10,10-2189,8,1,.,"",""
10,10-2189,9,0.5,"","",""
10,10-2189,10,0.5,"","",|
10,10-2191,1,0.5,"",|#,""
10,10-2191,2,1,.,"",""
10,10-2191,3,0.5,"","",|
10,10-2191,4,0.5,"","",""
10,10-2191,5,0.5,"","",""
10,10-2191,6,0.5,"","",""
10,10-2191,7,0.5,"","",|
10,10-2191,8,1,.,"",""
10,10-2191,9,0.5,"","",""
10,10-2191,10,0.5,"","",|
10,10-2197,1,0.5,"",|#,""
10,10-2197,2,0.5,"","",""
10,10-2197,3,1,.,"",|
10,10-2197,4,0.5,"","",""
10,10-2197,5,0.5,"","",""
10,10-2197,6,0.5,"","",""
10,10-2197,7,0.5,"","",|
10,10-2197,8,1,.,"",""
10,10-2197,9,0.5,"","",""
10,10-2197,10,0.5,"","",|
10,10-2269,1,0.5,"",|#,""
10,10-2269,2,0.5,"","",""
10,10-2269,3,0.5,"","",""
10,10-2269,4,0.5,"","",|
10,10-2269,5,1,.,"",""
10,10-2269,6,0.5,"","",""
10,10-2269,7,0.5,"","",|
10,10-2269,8,1,.,"",""
10,10-2269,9,0.5,"","",""
10,10-2269,10,0.5,"","",|
10,10-2289,1,1.5,..,|#,""
10,10-2289,2,0.5,"","",|
10,10-2289,3,1.5,..,"",""
10,10-2289,4,0.5,"","",|
10,10-2289,5,1,.,"",""
10,10-2289,6,0.5,"","",""
10,10-2289,7,0.5,"","",|
10,10-2289,8,1,.,"",""
10,10-2289,9,0.5,"","",""
10,10-2289,10,0.5,"","",|
10,10-2291,1,1,.,|#,""
10,10-2291,2,1,.,"",|
10,10-2291,3,1.5,..,"",""
10,10-2291,4,0.5,"","",|
10,10-2291,5,1,.,"",""
10,10-2291,6,0.5,"","",""
10,10-2291,7,0.5,"","",|
10,10-2291,8,1,.,"",""
10,10-2291,9,0.5,"","",""
10,10-2291,10,0.5,"","",|
10,10-2293,1,0.5,"",|#,""
10,10-2293,2,1.5,..,"",|
10,10-2293,3,1.5,..,"",""
10,10-2293,4,0.5,"","",|
10,10-2293,5,1,.,"",""
10,10-2293,6,0.5,"","",""
10,10-2293,7,0.5,"","",|
10,10-2293,8,1,.,"",""
10,10-2293,9,0.5,"","",""
10,10-2293,10,0.5,"","",|
10,10-2307,1,1.5,..,|#,""
10,10-2307,2,0.5,"","",|
10,10-2307,3,1,.,"",""
10,10-2307,4,1,.,"",|
10,10-2307,5,1,.,"",""
10,10-2307,6,0.5,"","",""
10,10-2307,7,0.5,"","",|
10,10-2307,8,1,.,"",""
10,10-2307,9,0.5,"","",""
10,10-2307,10,0.5,"","",|
10,10-2309,1,1,.,|#,""
10,10-2309,2,1,.,"",|
10,10-2309,3,1,.,"",""
10,10-2309,4,1,.,"",|
10,10-2309,5,1,.,"",""
10,10-2309,6,0.5,"","",""
10,10-2309,7,0.5,"","",|
10,10-2309,8,1,.,"",""
10,10-2309,9,0.5,"","",""
10,10-2309,10,0.5,"","",|
10,10-2311,1,0.5,"",|#,""
10,10-2311,2,1.5,..,"",|
10,10-2311,3,1,.,"",""
10,10-2311,4,1,.,"",|
10,10-2311,5,1,.,"",""
10,10-2311,6,0.5,"","",""
10,10-2311,7,0.5,"","",|
10,10-2311,8,1,.,"",""
10,10-2311,9,0.5,"","",""
10,10-2311,10,0.5,"","",|
10,10-2325,1,1.5,..,|#,""
10,10-2325,2,0.5,"","",|
10,10-2325,3,0.5,"","",""
10,10-2325,4,1.5,..,"",|
10,10-2325,5,1,.,"",""
10,10-2325,6,0.5,"","",""
10,10-2325,7,0.5,"","",|
10,10-2325,8,1,.,"",""
10,10-2325,9,0.5,"","",""
10,10-2325,10,0.5,"","",|
10,10-2327,1,1,.,|#,""
10,10-2327,2,1,.,"",|
10,10-2327,3,0.5,"","",""
10,10-2327,4,1.5,..,"",|
10,10-2327,5,1,.,"",""
10,10-2327,6,0.5,"","",""
10,10-2327,7,0.5,"","",|
10,10-2327,8,1,.,"",""
10,10-2327,9,0.5,"","",""
10,10-2327,10,0.5,"","",|
10,10-2329,1,0.5,"",|#,""
10,10-2329,2,1.5,..,"",|
10,10-2329,3,0.5,"","",""
10,10-2329,4,1.5,..,"",|
10,10-2329,5,1,.,"",""
10,10-2329,6,0.5,"","",""
10,10-2329,7,0.5,"","",|
10,10-2329,8,1,.,"",""
10,10-2329,9,0.5,"","",""
10,10-2329,10,0.5,"","",|
10,10-2431,1,0.5,"",|#,""
10,10-2431,2,0.5,"","",""
10,10-2431,3,0.5,"","",""
10,10-2431,4,0.5,"","",|
10,10-2431,5,0.5,"","",""
10,10-2431,6,1,.,"",""
10,10-2431,7,0.5,"","",|
10,10-2431,8,1,.,"",""
10,10-2431,9,0.5,"","",""
10,10-2431,10,0.5,"","",|
10,10-2451,1,1.5,..,|#,""
10,10-2451,2,0.5,"","",|
10,10-2451,3,1.5,..,"",""
10,10-2451,4,0.5,"","",|
10,10-2451,5,0.5,"","",""
10,10-2451,6,1,.,"",""
10,10-2451,7,0.5,"","",|
10,10-2451,8,1,.,"",""
10,10-2451,9,0.5,"","",""
10,10-2451,10,0.5,"","",|
10,10-2453,1,1,.,|#,""
10,10-2453,2,1,.,"",|
10,10-2453,3,1.5,..,"",""
10,10-2453,4,0.5,"","",|
10,10-2453,5,0.5,"","",""
10,10-2453,6,1,.,"",""
10,10-2453,7,0.5,"","",|
10,10-2453,8,1,.,"",""
10,10-2453,9,0.5,"","",""
10,10-2453,10,0.5,"","",|
10,10-2455,1,0.5,"",|#,""
10,10-2455,2,1.5,..,"",|
10,10-2455,3,1.5,..,"",""
10,10-2455,4,0.5,"","",|
10,10-2455,5,0.5,"","",""
10,10-2455,6,1,.,"",""
10,10-2455,7,0.5,"","",|
10,10-2455,8,1,.,"",""
10,10-2455,9,0.5,"","",""
10,10-2455,10,0.5,"","",|
10,10-2469,1,1.5,..,|#,""
10,10-2469,2,0.5,"","",|
10,10-2469,3,1,.,"",""
10,10-2469,4,1,.,"",|
10,10-2469,5,0.5,"","",""
10,10-2469,6,1,.,"",""
10,10-2469,7,0.5,"","",|
10,10-2469,8,1,.,"",""
10,10-2469,9,0.5,"","",""
10,10-2469,10,0.5,"","",|
10,10-2471,1,1,.,|#,""
10,10-2471,2,1,.,"",|
10,10-2471,3,1,.,"",""
10,10-2471,4,1,.,"",|
10,10-2471,5,0.5,"","",""
10,10-2471,6,1,.,"",""
10,10-2471,7,0.5,"","",|
10,10-2471,8,1,.,"",""
10,10-2471,9,0.5,"","",""
10,10-2471,10,0.5,"","",|
10,10-2473,1,0.5,"",|#,""
10,10-2473,2,1.5,..,"",|
10,10-2473,3,1,.,"",""
10,10-2473,4,1,.,"",|
10,10-2473,5,0.5,"","",""
10,10-2473,6,1,.,"",""
10,10-2473,7,0.5,"","",|
10,10-2473,8,1,.,"",""
10,10-2473,9,0.5,"","",""
10,10-2473,10,0.5,"","",|
10,10-2487,1,1.5,..,|#,""
10,10-2487,2,0.5,"","",|
10,10-2487,3,0.5,"","",""
10,10-2487,4,1.5,..,"",|
10,10-2487,5,0.5,"","",""
10,10-2487,6,1,.,"",""
10,10-2487,7,0.5,"","",|
10,10-2487,8,1,.,"",""
10,10-2487,9,0.5,"","",""
10,10-2487,10,0.5,"","",|
10,10-2489,1,1,.,|#,""
10,10-2489,2,1,.,"",|
10,10-2489,3,0.5,"","",""
10,10-2489,4,1.5,..,"",|
10,10-2489,5,0.5,"","",""
10,10-2489,6,1,.,"",""
10,10-2489,7,0.5,"","",|
10,10-2489,8,1,.,"",""
10,10-2489,9,0.5,"","",""
10,10-2489,10,0.5,"","",|
10,10-2491,1,0.5,"",|#,""
10,10-2491,2,1.5,..,"",|
10,10-2491,3,0.5,"","",""
10,10-2491,4,1.5,..,"",|
10,10-2491,5,0.5,"","",""
10,10-2491,6,1,.,"",""
10,10-2491,7,0.5,"","",|
10,10-2491,8,1,.,"",""
10,10-2491,9,0.5,"","",""
10,10-2491,10,0.5,"","",|
10,10-2685,1,1.5,..,|#,""
10,10-2685,2,0.5,"","",|
10,10-2685,3,1,.,"",""
10,10-2685,4,0.5,"","",""
10,10-2685,5,0.5,"","",|
10,10-2685,6,1.5,..,"",""
10,10-2685,7,0.5,"","",|
10,10-2685,8,1,.,"",""
10,10-2685,9,0.5,"","",""
10,10-2685,10,0.5,"","",|
10,10-2687,1,1,.,|#,""
10,10-2687,2,1,.,"",|
10,10-2687,3,1,.,"",""
10,10-2687,4,0.5,"","",""
10,10-2687,5,0.5,"","",|
10,10-2687,6,1.5,..,"",""
10,10-2687,7,0.5,"","",|
10,10-2687,8,1,.,"",""
10,10-2687,9,0.5,"","",""
10,10-2687,10,0.5,"","",|
10,10-2689,1,0.5,"",|#,""
10,10-2689,2,1.5,..,"",|
10,10-2689,3,1,.,"",""
10,10-2689,4,0.5,"","",""
10,10-2689,5,0.5,"","",|
10,10-2689,6,1.5,..,"",""
10,10-2689,7,0.5,"","",|
10,10-2689,8,1,.,"",""
10,10-2689,9,0.5,"","",""
10,10-2689,10,0.5,"","",|
10,10-2703,1,1.5,..,|#,""
10,10-2703,2,0.5,"","",|
10,10-2703,3,0.5,"","",""
10,10-2703,4,1,.,"",""
10,10-2703,5,0.5,"","",|
10,10-2703,6,1.5,..,"",""
10,10-2703,7,0.5,"","",|
10,10-2703,8,1,.,"",""
10,10-2703,9,0.5,"","",""
10,10-2703,10,0.5,"","",|
10,10-2705,1,1,.,|#,""
10,10-2705,2,1,.,"",|
10,10-2705,3,0.5,"","",""
10,10-2705,4,1,.,"",""
10,10-2705,5,0.5,"","",|
10,10-2705,6,1.5,..,"",""
10,10-2705,7,0.5,"","",|
10,10-2705,8,1,.,"",""
10,10-2705,9,0.5,"","",""
10,10-2705,10,0.5,"","",|
10,10-2707,1,0.5,"",|#,""
10,10-2707,2,1.5,..,"",|
10,10-2707,3,0.5,"","",""
10,10-2707,4,1,.,"",""
10,10-2707,5,0.5,"","",|
10,10-2707,6,1.5,..,"",""
10,10-2707,7,0.5,"","",|
10,10-2707,8,1,.,"",""
10,10-2707,9,0.5,"","",""
10,10-2707,10,0.5,"","",|
10,10-2729,1,1,.,|#,""
10,10-2729,2,0.5,"","",""
10,10-2729,3,0.5,"","",|
10,10-2729,4,1.5,..,"",""
10,10-2729,5,0.5,"","",|
10,10-2729,6,1.5,..,"",""
10,10-2729,7,0.5,"","",|
10,10-2729,8,1,.,"",""
10,10-2729,9,0.5,"","",""
10,10-2729,10,0.5,"","",|
10,10-2731,1,0.5,"",|#,""
10,10-2731,2,1,.,"",""
10,10-2731,3,0.5,"","",|
10,10-2731,4,1.5,..,"",""
10,10-2731,5,0.5,"","",|
10,10-2731,6,1.5,..,"",""
10,10-2731,7,0.5,"","",|
10,10-2731,8,1,.,"",""
10,10-2731,9,0.5,"","",""
10,10-2731,10,0.5,"","",|
10,10-2737,1,0.5,"",|#,""
10,10-2737,2,0.5,"","",""
10,10-2737,3,1,.,"",|
10,10-2737,4,1.5,..,"",""
10,10-2737,5,0.5,"","",|
10,10-2737,6,1.5,..,"",""
10,10-2737,7,0.5,"","",|
10,10-2737,8,1,.,"",""
10,10-2737,9,0.5,"","",""
10,10-2737,10,0.5,"","",|
10,10-2757,1,1.5,..,|#,""
10,10-2757,2,0.5,"","",|
10,10-2757,3,0.5,"","",""
10,10-2757,4,0.5,"","",""
10,10-2757,5,1,.,"",|
10,10-2757,6,1.5,..,"",""
10,10-2757,7,0.5,"","",|
10,10-2757,8,1,.,"",""
10,10-2757,9,0.5,"","",""
10,10-2757,10,0.5,"","",|
10,10-2759,1,1,.,|#,""
10,10-2759,2,1,.,"",|
10,10-2759,3,0.5,"","",""
10,10-2759,4,0.5,"","",""
10,10-2759,5,1,.,"",|
10,10-2759,6,1.5,..,"",""
10,10-2759,7,0.5,"","",|
10,10-2759,8,1,.,"",""
10,10-2759,9,0.5,"","",""
10,10-2759,10,0.5,"","",|
10,10-2761,1,0.5,"",|#,""
10,10-2761,2,1.5,..,"",|
10,10-2761,3,0.5,"","",""
10,10-2761,4,0.5,"","",""
10,10-2761,5,1,.,"",|
10,10-2761,6,1.5,..,"",""
10,10-2761,7,0.5,"","",|
10,10-2761,8,1,.,"",""
10,10-2761,9,0.5,"","",""
10,10-2761,10,0.5,"","",|
10,10-2783,1,1,.,|#,""
10,10-2783,2,0.5,"","",""
10,10-2783,3,0.5,"","",|
10,10-2783,4,1,.,"",""
10,10-2783,5,1,.,"",|
10,10-2783,6,1.5,..,"",""
10,10-2783,7,0.5,"","",|
10,10-2783,8,1,.,"",""
10,10-2783,9,0.5,"","",""
10,10-2783,10,0.5,"","",|
10,10-2785,1,0.5,"",|#,""
10,10-2785,2,1,.,"",""
10,10-2785,3,0.5,"","",|
10,10-2785,4,1,.,"",""
10,10-2785,5,1,.,"",|
10,10-2785,6,1.5,..,"",""
10,10-2785,7,0.5,"","",|
10,10-2785,8,1,.,"",""
10,10-2785,9,0.5,"","",""
10,10-2785,10,0.5,"","",|
10,10-2791,1,0.5,"",|#,""
10,10-2791,2,0.5,"","",""
10,10-2791,3,1,.,"",|
10,10-2791,4,1,.,"",""
10,10-2791,5,1,.,"",|
10,10-2791,6,1.5,..,"",""
10,10-2791,7,0.5,"","",|
10,10-2791,8,1,.,"",""
10,10-2791,9,0.5,"","",""
10,10-2791,10,0.5,"","",|
10,10-2837,1,1,.,|#,""
10,10-2837,2,0.5,"","",""
10,10-2837,3,0.5,"","",|
10,10-2837,4,0.5,"","",""
10,10-2837,5,1.5,..,"",|
10,10-2837,6,1.5,..,"",""
10,10-2837,7,0.5,"","",|
10,10-2837,8,1,.,"",""
10,10-2837,9,0.5,"","",""
10,10-2837,10,0.5,"","",|
10,10-2839,1,0.5,"",|#,""
10,10-2839,2,1,.,"",""
10,10-2839,3,0.5,"","",|
10,10-2839,4,0.5,"","",""
10,10-2839,5,1.5,..,"",|
10,10-2839,6,1.5,..,"",""
10,10-2839,7,0.5,"","",|
10,10-2839,8,1,.,"",""
10,10-2839,9,0.5,"","",""
10,10-2839,10,0.5,"","",|
10,10-2845,1,0.5,"",|#,""
10,10-2845,2,0.5,"","",""
10,10-2845,3,1,.,"",|
10,10-2845,4,0.5,"","",""
10,10-2845,5,1.5,..,"",|
10,10-2845,6,1.5,..,"",""
10,10-2845,7,0.5,"","",|
10,10-2845,8,1,.,"",""
10,10-2845,9,0.5,"","",""
10,10-2845,10,0.5,"","",|
10,10-2917,1,0.5,"",|#,""
10,10-2917,2,0.5,"","",""
10,10-2917,3,0.5,"","",""
10,10-2917,4,0.5,"","",|
10,10-2917,5,0.5,"","",""
10,10-2917,6,0.5,"","",""
10,10-2917,7,1,.,"",|
10,10-2917,8,1,.,"",""
10,10-2917,9,0.5,"","",""
10,10-2917,10,0.5,"","",|
10,10-2937,1,1.5,..,|#,""
10,10-2937,2,0.5,"","",|
10,10-2937,3,1.5,..,"",""
10,10-2937,4,0.5,"","",|
10,10-2937,5,0.5,"","",""
10,10-2937,6,0.5,"","",""
10,10-2937,7,1,.,"",|
10,10-2937,8,1,.,"",""
10,10-2937,9,0.5,"","",""
10,10-2937,10,0.5,"","",|
10,10-2939,1,1,.,|#,""
10,10-2939,2,1,.,"",|
10,10-2939,3,1.5,..,"",""
10,10-2939,4,0.5,"","",|
10,10-2939,5,0.5,"","",""
10,10-2939,6,0.5,"","",""
10,10-2939,7,1,.,"",|
10,10-2939,8,1,.,"",""
10,10-2939,9,0.5,"","",""
10,10-2939,10,0.5,"","",|
10,10-2941,1,0.5,"",|#,""
10,10-2941,2,1.5,..,"",|
10,10-2941,3,1.5,..,"",""
10,10-2941,4,0.5,"","",|
10,10-2941,5,0.5,"","",""
10,10-2941,6,0.5,"","",""
10,10-2941,7,1,.,"",|
10,10-2941,8,1,.,"",""
10,10-2941,9,0.5,"","",""
10,10-2941,10,0.5,"","",|
10,10-2955,1,1.5,..,|#,""
10,10-2955,2,0.5,"","",|
10,10-2955,3,1,.,"",""
10,10-2955,4,1,.,"",|
10,10-2955,5,0.5,"","",""
10,10-2955,6,0.5,"","",""
10,10-2955,7,1,.,"",|
10,10-2955,8,1,.,"",""
10,10-2955,9,0.5,"","",""
10,10-2955,10,0.5,"","",|
10,10-2957,1,1,.,|#,""
10,10-2957,2,1,.,"",|
10,10-2957,3,1,.,"",""
10,10-2957,4,1,.,"",|
10,10-2957,5,0.5,"","",""
10,10-2957,6,0.5,"","",""
10,10-2957,7,1,.,"",|
10,10-2957,8,1,.,"",""
10,10-2957,9,0.5,"","",""
10,10-2957,10,0.5,"","",|
10,10-2959,1,0.5,"",|#,""
10,10-2959,2,1.5,..,"",|
10,10-2959,3,1,.,"",""
10,10-2959,4,1,.,"",|
10,10-2959,5,0.5,"","",""
10,10-2959,6,0.5,"","",""
10,10-2959,7,1,.,"",|
10,10-2959,8,1,.,"",""
10,10-2959,9,0.5,"","",""
10,10-2959,10,0.5,"","",|
10,10-2973,1,1.5,..,|#,""
10,10-2973,2,0.5,"","",|
10,10-2973,3,0.5,"","",""
10,10-2973,4,1.5,..,"",|
10,10-2973,5,0.5,"","",""
10,10-2973,6,0.5,"","",""
10,10-2973,7,1,.,"",|
10,10-2973,8,1,.,"",""
10,10-2973,9,0.5,"","",""
10,10-2973,10,0.5,"","",|
10,10-2975,1,1,.,|#,""
10,10-2975,2,1,.,"",|
10,10-2975,3,0.5,"","",""
10,10-2975,4,1.5,..,"",|
10,10-2975,5,0.5,"","",""
10,10-2975,6,0.5,"","",""
10,10-2975,7,1,.,"",|
10,10-2975,8,1,.,"",""
10,10-2975,9,0.5,"","",""
10,10-2975,10,0.5,"","",|
10,10-2977,1,0.5,"",|#,""
10,10-2977,2,1.5,..,"",|
10,10-2977,3,0.5,"","",""
10,10-2977,4,1.5,..,"",|
10,10-2977,5,0.5,"","",""
10,10-2977,6,0.5,"","",""
10,10-2977,7,1,.,"",|
10,10-2977,8,1,.,"",""
10,10-2977,9,0.5,"","",""
10,10-2977,10,0.5,"","",|
10,10-3171,1,1.5,..,|#,""
10,10-3171,2,0.5,"","",|
10,10-3171,3,1,.,"",""
10,10-3171,4,0.5,"","",""
10,10-3171,5,0.5,"","",|
10,10-3171,6,1,.,"",""
10,10-3171,7,1,.,"",|
10,10-3171,8,1,.,"",""
10,10-3171,9,0.5,"","",""
10,10-3171,10,0.5,"","",|
10,10-3173,1,1,.,|#,""
10,10-3173,2,1,.,"",|
10,10-3173,3,1,.,"",""
10,10-3173,4,0.5,"","",""
10,10-3173,5,0.5,"","",|
10,10-3173,6,1,.,"",""
10,10-3173,7,1,.,"",|
10,10-3173,8,1,.,"",""
10,10-3173,9,0.5,"","",""
10,10-3173,10,0.5,"","",|
10,10-3175,1,0.5,"",|#,""
10,10-3175,2,1.5,..,"",|
10,10-3175,3,1,.,"",""
10,10-3175,4,0.5,"","",""
10,10-3175,5,0.5,"","",|
10,10-3175,6,1,.,"",""
10,10-3175,7,1,.,"",|
10,10-3175,8,1,.,"",""
10,10-3175,9,0.5,"","",""
10,10-3175,10,0.5,"","",|
10,10-3189,1,1.5,..,|#,""
10,10-3189,2,0.5,"","",|
10,10-3189,3,0.5,"","",""
10,10-3189,4,1,.,"",""
10,10-3189,5,0.5,"","",|
10,10-3189,6,1,.,"",""
10,10-3189,7,1,.,"",|
10,10-3189,8,1,.,"",""
10,10-3189,9,0.5,"","",""
10,10-3189,10,0.5,"","",|
10,10-3191,1,1,.,|#,""
10,10-3191,2,1,.,"",|
10,10-3191,3,0.5,"","",""
10,10-3191,4,1,.,"",""
10,10-3191,5,0.5,"","",|
10,10-3191,6,1,.,"",""
10,10-3191,7,1,.,"",|
10,10-3191,8,1,.,"",""
10,10-3191,9,0.5,"","",""
10,10-3191,10,0.5,"","",|
10,10-3193,1,0.5,"",|#,""
10,10-3193,2,1.5,..,"",|
10,10-3193,3,0.5,"","",""
10,10-3193,4,1,.,"",""
10,10-3193,5,0.5,"","",|
10,10-3193,6,1,.,"",""
10,10-3193,7,1,.,"",|
10,10-3193,8,1,.,"",""
10,10-3193,9,0.5,"","",""
10,10-3193,10,0.5,"","",|
10,10-3215,1,1,.,|#,""
10,10-3215,2,0.5,"","",""
10,10-3215,3,0.5,"","",|
10,10-3215,4,1.5,..,"",""
10,10-3215,5,0.5,"","",|
10,10-3215,6,1,.,"",""
10,10-3215,7,1,.,"",|
10,10-3215,8,1,.,"",""
10,10-3215,9,0.5,"","",""
10,10-3215,10,0.5,"","",|
10,10-3217,1,0.5,"",|#,""
10,10-3217,2,1,.,"",""
10,10-3217,3,0.5,"","",|
10,10-3217,4,1.5,..,"",""
10,10-3217,5,0.5,"","",|
10,10-3217,6,1,.,"",""
10,10-3217,7,1,.,"",|
10,10-3217,8,1,.,"",""
10,10-3217,9,0.5,"","",""
10,10-3217,10,0.5,"","",|
10,10-3223,1,0.5,"",|#,""
10,10-3223,2,0.5,"","",""
10,10-3223,3,1,.,"",|
10,10-3223,4,1.5,..,"",""
10,10-3223,5,0.5,"","",|
10,10-3223,6,1,.,"",""
10,10-3223,7,1,.,"",|
10,10-3223,8,1,.,"",""
10,10-3223,9,0.5,"","",""
10,10-3223,10,0.5,"","",|
10,10-3243,1,1.5,..,|#,""
10,10-3243,2,0.5,"","",|
10,10-3243,3,0.5,"","",""
10,10-3243,4,0.5,"","",""
10,10-3243,5,1,.,"",|
10,10-3243,6,1,.,"",""
10,10-3243,7,1,.,"",|
10,10-3243,8,1,.,"",""
10,10-3243,9,0.5,"","",""
10,10-3243,10,0.5,"","",|
10,10-3245,1,1,.,|#,""
10,10-3245,2,1,.,"",|
10,10-3245,3,0.5,"","",""
10,10-3245,4,0.5,"","",""
10,10-3245,5,1,.,"",|
10,10-3245,6,1,.,"",""
10,10-3245,7,1,.,"",|
10,10-3245,8,1,.,"",""
10,10-3245,9,0.5,"","",""
10,10-3245,10,0.5,"","",|
10,10-3247,1,0.5,"",|#,""
10,10-3247,2,1.5,..,"",|
10,10-3247,3,0.5,"","",""
10,10-3247,4,0.5,"","",""
10,10-3247,5,1,.,"",|
10,10-3247,6,1,.,"",""
10,10-3247,7,1,.,"",|
10,10-3247,8,1,.,"",""
10,10-3247,9,0.5,"","",""
10,10-3247,10,0.5,"","",|
10,10-3269,1,1,.,|#,""
10,10-3269,2,0.5,"","",""
10,10-3269,3,0.5,"","",|
10,10-3269,4,1,.,"",""
10,10-3269,5,1,.,"",|
10,10-3269,6,1,.,"",""
10,10-3269,7,1,.,"",|
10,10-3269,8,1,.,"",""
10,10-3269,9,0.5,"","",""
10,10-3269,10,0.5,"","",|
10,10-3271,1,0.5,"",|#,""
10,10-3271,2,1,.,"",""
10,10-3271,3,0.5,"","",|
10,10-3271,4,1,.,"",""
10,10-3271,5,1,.,"",|
10,10-3271,6,1,.,"",""
10,10-3271,7,1,.,"",|
10,10-3271,8,1,.,"",""
10,10-3271,9,0.5,"","",""
10,10-3271,10,0.5,"","",|
10,10-3277,1,0.5,"",|#,""
10,10-3277,2,0.5,"","",""
10,10-3277,3,1,.,"",|
