num_sylls,combo_no,syll_no,note_vals,add_length,bar_start,bar_end
12,12-256863,2,0.5,"","",|
12,12-256863,3,1,.,"",""
12,12-256863,4,0.5,"","",""
12,12-256863,5,0.5,"","",|
12,12-256863,6,1,.,"",""
12,12-256863,7,1,.,"",|
12,12-256863,8,0.5,"","",""
12,12-256863,9,0.5,"","",""
12,12-256863,10,1,.,"",|
12,12-256863,11,1,.,"",""
12,12-256863,12,1,.,"",|
12,12-256865,1,1,.,|#,""
12,12-256865,2,1,.,"",|
12,12-256865,3,1,.,"",""
12,12-256865,4,0.5,"","",""
12,12-256865,5,0.5,"","",|
12,12-256865,6,1,.,"",""
12,12-256865,7,1,.,"",|
12,12-256865,8,0.5,"","",""
12,12-256865,9,0.5,"","",""
12,12-256865,10,1,.,"",|
12,12-256865,11,1,.,"",""
12,12-256865,12,1,.,"",|
12,12-256867,1,0.5,"",|#,""
12,12-256867,2,1.5,..,"",|
12,12-256867,3,1,.,"",""
12,12-256867,4,0.5,"","",""
12,12-256867,5,0.5,"","",|
12,12-256867,6,1,.,"",""
12,12-256867,7,1,.,"",|
12,12-256867,8,0.5,"","",""
12,12-256867,9,0.5,"","",""
12,12-256867,10,1,.,"",|
12,12-256867,11,1,.,"",""
12,12-256867,12,1,.,"",|
12,12-256881,1,1.5,..,|#,""
12,12-256881,2,0.5,"","",|
12,12-256881,3,0.5,"","",""
12,12-256881,4,1,.,"",""
12,12-256881,5,0.5,"","",|
12,12-256881,6,1,.,"",""
12,12-256881,7,1,.,"",|
12,12-256881,8,0.5,"","",""
12,12-256881,9,0.5,"","",""
12,12-256881,10,1,.,"",|
12,12-256881,11,1,.,"",""
12,12-256881,12,1,.,"",|
12,12-256883,1,1,.,|#,""
12,12-256883,2,1,.,"",|
12,12-256883,3,0.5,"","",""
12,12-256883,4,1,.,"",""
12,12-256883,5,0.5,"","",|
12,12-256883,6,1,.,"",""
12,12-256883,7,1,.,"",|
12,12-256883,8,0.5,"","",""
12,12-256883,9,0.5,"","",""
12,12-256883,10,1,.,"",|
12,12-256883,11,1,.,"",""
12,12-256883,12,1,.,"",|
12,12-256885,1,0.5,"",|#,""
12,12-256885,2,1.5,..,"",|
12,12-256885,3,0.5,"","",""
12,12-256885,4,1,.,"",""
12,12-256885,5,0.5,"","",|
12,12-256885,6,1,.,"",""
12,12-256885,7,1,.,"",|
12,12-256885,8,0.5,"","",""
12,12-256885,9,0.5,"","",""
12,12-256885,10,1,.,"",|
12,12-256885,11,1,.,"",""
12,12-256885,12,1,.,"",|
12,12-256907,1,1,.,|#,""
12,12-256907,2,0.5,"","",""
12,12-256907,3,0.5,"","",|
12,12-256907,4,1.5,..,"",""
12,12-256907,5,0.5,"","",|
12,12-256907,6,1,.,"",""
12,12-256907,7,1,.,"",|
12,12-256907,8,0.5,"","",""
12,12-256907,9,0.5,"","",""
12,12-256907,10,1,.,"",|
12,12-256907,11,1,.,"",""
12,12-256907,12,1,.,"",|
12,12-256909,1,0.5,"",|#,""
12,12-256909,2,1,.,"",""
12,12-256909,3,0.5,"","",|
12,12-256909,4,1.5,..,"",""
12,12-256909,5,0.5,"","",|
12,12-256909,6,1,.,"",""
12,12-256909,7,1,.,"",|
12,12-256909,8,0.5,"","",""
12,12-256909,9,0.5,"","",""
12,12-256909,10,1,.,"",|
12,12-256909,11,1,.,"",""
12,12-256909,12,1,.,"",|
12,12-256915,1,0.5,"",|#,""
12,12-256915,2,0.5,"","",""
12,12-256915,3,1,.,"",|
12,12-256915,4,1.5,..,"",""
12,12-256915,5,0.5,"","",|
12,12-256915,6,1,.,"",""
12,12-256915,7,1,.,"",|
12,12-256915,8,0.5,"","",""
12,12-256915,9,0.5,"","",""
12,12-256915,10,1,.,"",|
12,12-256915,11,1,.,"",""
12,12-256915,12,1,.,"",|
12,12-256935,1,1.5,..,|#,""
12,12-256935,2,0.5,"","",|
12,12-256935,3,0.5,"","",""
12,12-256935,4,0.5,"","",""
12,12-256935,5,1,.,"",|
12,12-256935,6,1,.,"",""
12,12-256935,7,1,.,"",|
12,12-256935,8,0.5,"","",""
12,12-256935,9,0.5,"","",""
12,12-256935,10,1,.,"",|
12,12-256935,11,1,.,"",""
12,12-256935,12,1,.,"",|
12,12-256937,1,1,.,|#,""
12,12-256937,2,1,.,"",|
12,12-256937,3,0.5,"","",""
12,12-256937,4,0.5,"","",""
12,12-256937,5,1,.,"",|
12,12-256937,6,1,.,"",""
12,12-256937,7,1,.,"",|
12,12-256937,8,0.5,"","",""
12,12-256937,9,0.5,"","",""
12,12-256937,10,1,.,"",|
12,12-256937,11,1,.,"",""
12,12-256937,12,1,.,"",|
12,12-256939,1,0.5,"",|#,""
12,12-256939,2,1.5,..,"",|
12,12-256939,3,0.5,"","",""
12,12-256939,4,0.5,"","",""
12,12-256939,5,1,.,"",|
12,12-256939,6,1,.,"",""
12,12-256939,7,1,.,"",|
12,12-256939,8,0.5,"","",""
12,12-256939,9,0.5,"","",""
12,12-256939,10,1,.,"",|
12,12-256939,11,1,.,"",""
12,12-256939,12,1,.,"",|
12,12-256961,1,1,.,|#,""
12,12-256961,2,0.5,"","",""
12,12-256961,3,0.5,"","",|
12,12-256961,4,1,.,"",""
12,12-256961,5,1,.,"",|
12,12-256961,6,1,.,"",""
12,12-256961,7,1,.,"",|
12,12-256961,8,0.5,"","",""
12,12-256961,9,0.5,"","",""
12,12-256961,10,1,.,"",|
12,12-256961,11,1,.,"",""
12,12-256961,12,1,.,"",|
12,12-256963,1,0.5,"",|#,""
12,12-256963,2,1,.,"",""
12,12-256963,3,0.5,"","",|
12,12-256963,4,1,.,"",""
12,12-256963,5,1,.,"",|
12,12-256963,6,1,.,"",""
12,12-256963,7,1,.,"",|
12,12-256963,8,0.5,"","",""
12,12-256963,9,0.5,"","",""
12,12-256963,10,1,.,"",|
12,12-256963,11,1,.,"",""
12,12-256963,12,1,.,"",|
12,12-256969,1,0.5,"",|#,""
12,12-256969,2,0.5,"","",""
12,12-256969,3,1,.,"",|
12,12-256969,4,1,.,"",""
12,12-256969,5,1,.,"",|
12,12-256969,6,1,.,"",""
12,12-256969,7,1,.,"",|
12,12-256969,8,0.5,"","",""
12,12-256969,9,0.5,"","",""
12,12-256969,10,1,.,"",|
12,12-256969,11,1,.,"",""
12,12-256969,12,1,.,"",|
12,12-257015,1,1,.,|#,""
12,12-257015,2,0.5,"","",""
12,12-257015,3,0.5,"","",|
12,12-257015,4,0.5,"","",""
12,12-257015,5,1.5,..,"",|
12,12-257015,6,1,.,"",""
12,12-257015,7,1,.,"",|
12,12-257015,8,0.5,"","",""
12,12-257015,9,0.5,"","",""
12,12-257015,10,1,.,"",|
12,12-257015,11,1,.,"",""
12,12-257015,12,1,.,"",|
12,12-257017,1,0.5,"",|#,""
12,12-257017,2,1,.,"",""
12,12-257017,3,0.5,"","",|
12,12-257017,4,0.5,"","",""
12,12-257017,5,1.5,..,"",|
12,12-257017,6,1,.,"",""
12,12-257017,7,1,.,"",|
12,12-257017,8,0.5,"","",""
12,12-257017,9,0.5,"","",""
12,12-257017,10,1,.,"",|
12,12-257017,11,1,.,"",""
12,12-257017,12,1,.,"",|
12,12-257023,1,0.5,"",|#,""
12,12-257023,2,0.5,"","",""
12,12-257023,3,1,.,"",|
12,12-257023,4,0.5,"","",""
12,12-257023,5,1.5,..,"",|
12,12-257023,6,1,.,"",""
12,12-257023,7,1,.,"",|
12,12-257023,8,0.5,"","",""
12,12-257023,9,0.5,"","",""
12,12-257023,10,1,.,"",|
12,12-257023,11,1,.,"",""
12,12-257023,12,1,.,"",|
12,12-257349,1,1.5,..,|#,""
12,12-257349,2,0.5,"","",|
12,12-257349,3,1,.,"",""
12,12-257349,4,0.5,"","",""
12,12-257349,5,0.5,"","",|
12,12-257349,6,0.5,"","",""
12,12-257349,7,1.5,..,"",|
12,12-257349,8,0.5,"","",""
12,12-257349,9,0.5,"","",""
12,12-257349,10,1,.,"",|
12,12-257349,11,1,.,"",""
12,12-257349,12,1,.,"",|
12,12-257351,1,1,.,|#,""
12,12-257351,2,1,.,"",|
12,12-257351,3,1,.,"",""
12,12-257351,4,0.5,"","",""
12,12-257351,5,0.5,"","",|
12,12-257351,6,0.5,"","",""
12,12-257351,7,1.5,..,"",|
12,12-257351,8,0.5,"","",""
12,12-257351,9,0.5,"","",""
12,12-257351,10,1,.,"",|
12,12-257351,11,1,.,"",""
12,12-257351,12,1,.,"",|
12,12-257353,1,0.5,"",|#,""
12,12-257353,2,1.5,..,"",|
12,12-257353,3,1,.,"",""
12,12-257353,4,0.5,"","",""
12,12-257353,5,0.5,"","",|
12,12-257353,6,0.5,"","",""
12,12-257353,7,1.5,..,"",|
12,12-257353,8,0.5,"","",""
12,12-257353,9,0.5,"","",""
12,12-257353,10,1,.,"",|
12,12-257353,11,1,.,"",""
12,12-257353,12,1,.,"",|
12,12-257367,1,1.5,..,|#,""
12,12-257367,2,0.5,"","",|
12,12-257367,3,0.5,"","",""
12,12-257367,4,1,.,"",""
12,12-257367,5,0.5,"","",|
12,12-257367,6,0.5,"","",""
12,12-257367,7,1.5,..,"",|
12,12-257367,8,0.5,"","",""
12,12-257367,9,0.5,"","",""
12,12-257367,10,1,.,"",|
12,12-257367,11,1,.,"",""
12,12-257367,12,1,.,"",|
12,12-257369,1,1,.,|#,""
12,12-257369,2,1,.,"",|
12,12-257369,3,0.5,"","",""
12,12-257369,4,1,.,"",""
12,12-257369,5,0.5,"","",|
12,12-257369,6,0.5,"","",""
12,12-257369,7,1.5,..,"",|
12,12-257369,8,0.5,"","",""
12,12-257369,9,0.5,"","",""
12,12-257369,10,1,.,"",|
12,12-257369,11,1,.,"",""
12,12-257369,12,1,.,"",|
12,12-257371,1,0.5,"",|#,""
12,12-257371,2,1.5,..,"",|
12,12-257371,3,0.5,"","",""
12,12-257371,4,1,.,"",""
12,12-257371,5,0.5,"","",|
12,12-257371,6,0.5,"","",""
12,12-257371,7,1.5,..,"",|
12,12-257371,8,0.5,"","",""
12,12-257371,9,0.5,"","",""
12,12-257371,10,1,.,"",|
12,12-257371,11,1,.,"",""
12,12-257371,12,1,.,"",|
12,12-257393,1,1,.,|#,""
12,12-257393,2,0.5,"","",""
12,12-257393,3,0.5,"","",|
12,12-257393,4,1.5,..,"",""
12,12-257393,5,0.5,"","",|
12,12-257393,6,0.5,"","",""
12,12-257393,7,1.5,..,"",|
12,12-257393,8,0.5,"","",""
12,12-257393,9,0.5,"","",""
12,12-257393,10,1,.,"",|
12,12-257393,11,1,.,"",""
12,12-257393,12,1,.,"",|
12,12-257395,1,0.5,"",|#,""
12,12-257395,2,1,.,"",""
12,12-257395,3,0.5,"","",|
12,12-257395,4,1.5,..,"",""
12,12-257395,5,0.5,"","",|
12,12-257395,6,0.5,"","",""
12,12-257395,7,1.5,..,"",|
12,12-257395,8,0.5,"","",""
12,12-257395,9,0.5,"","",""
12,12-257395,10,1,.,"",|
12,12-257395,11,1,.,"",""
12,12-257395,12,1,.,"",|
12,12-257401,1,0.5,"",|#,""
12,12-257401,2,0.5,"","",""
12,12-257401,3,1,.,"",|
12,12-257401,4,1.5,..,"",""
12,12-257401,5,0.5,"","",|
12,12-257401,6,0.5,"","",""
12,12-257401,7,1.5,..,"",|
12,12-257401,8,0.5,"","",""
12,12-257401,9,0.5,"","",""
12,12-257401,10,1,.,"",|
12,12-257401,11,1,.,"",""
12,12-257401,12,1,.,"",|
12,12-257421,1,1.5,..,|#,""
12,12-257421,2,0.5,"","",|
12,12-257421,3,0.5,"","",""
12,12-257421,4,0.5,"","",""
12,12-257421,5,1,.,"",|
12,12-257421,6,0.5,"","",""
12,12-257421,7,1.5,..,"",|
12,12-257421,8,0.5,"","",""
12,12-257421,9,0.5,"","",""
12,12-257421,10,1,.,"",|
12,12-257421,11,1,.,"",""
12,12-257421,12,1,.,"",|
12,12-257423,1,1,.,|#,""
12,12-257423,2,1,.,"",|
12,12-257423,3,0.5,"","",""
12,12-257423,4,0.5,"","",""
12,12-257423,5,1,.,"",|
12,12-257423,6,0.5,"","",""
12,12-257423,7,1.5,..,"",|
12,12-257423,8,0.5,"","",""
12,12-257423,9,0.5,"","",""
12,12-257423,10,1,.,"",|
12,12-257423,11,1,.,"",""
12,12-257423,12,1,.,"",|
12,12-257425,1,0.5,"",|#,""
12,12-257425,2,1.5,..,"",|
12,12-257425,3,0.5,"","",""
12,12-257425,4,0.5,"","",""
12,12-257425,5,1,.,"",|
12,12-257425,6,0.5,"","",""
12,12-257425,7,1.5,..,"",|
12,12-257425,8,0.5,"","",""
12,12-257425,9,0.5,"","",""
12,12-257425,10,1,.,"",|
12,12-257425,11,1,.,"",""
12,12-257425,12,1,.,"",|
12,12-257447,1,1,.,|#,""
12,12-257447,2,0.5,"","",""
12,12-257447,3,0.5,"","",|
12,12-257447,4,1,.,"",""
12,12-257447,5,1,.,"",|
12,12-257447,6,0.5,"","",""
12,12-257447,7,1.5,..,"",|
12,12-257447,8,0.5,"","",""
12,12-257447,9,0.5,"","",""
12,12-257447,10,1,.,"",|
12,12-257447,11,1,.,"",""
12,12-257447,12,1,.,"",|
12,12-257449,1,0.5,"",|#,""
12,12-257449,2,1,.,"",""
12,12-257449,3,0.5,"","",|
12,12-257449,4,1,.,"",""
12,12-257449,5,1,.,"",|
12,12-257449,6,0.5,"","",""
12,12-257449,7,1.5,..,"",|
12,12-257449,8,0.5,"","",""
12,12-257449,9,0.5,"","",""
12,12-257449,10,1,.,"",|
12,12-257449,11,1,.,"",""
12,12-257449,12,1,.,"",|
12,12-257455,1,0.5,"",|#,""
12,12-257455,2,0.5,"","",""
12,12-257455,3,1,.,"",|
12,12-257455,4,1,.,"",""
12,12-257455,5,1,.,"",|
12,12-257455,6,0.5,"","",""
12,12-257455,7,1.5,..,"",|
12,12-257455,8,0.5,"","",""
12,12-257455,9,0.5,"","",""
12,12-257455,10,1,.,"",|
12,12-257455,11,1,.,"",""
12,12-257455,12,1,.,"",|
12,12-257501,1,1,.,|#,""
12,12-257501,2,0.5,"","",""
12,12-257501,3,0.5,"","",|
12,12-257501,4,0.5,"","",""
12,12-257501,5,1.5,..,"",|
12,12-257501,6,0.5,"","",""
12,12-257501,7,1.5,..,"",|
12,12-257501,8,0.5,"","",""
12,12-257501,9,0.5,"","",""
12,12-257501,10,1,.,"",|
12,12-257501,11,1,.,"",""
12,12-257501,12,1,.,"",|
12,12-257503,1,0.5,"",|#,""
12,12-257503,2,1,.,"",""
12,12-257503,3,0.5,"","",|
12,12-257503,4,0.5,"","",""
12,12-257503,5,1.5,..,"",|
12,12-257503,6,0.5,"","",""
12,12-257503,7,1.5,..,"",|
12,12-257503,8,0.5,"","",""
12,12-257503,9,0.5,"","",""
12,12-257503,10,1,.,"",|
12,12-257503,11,1,.,"",""
12,12-257503,12,1,.,"",|
12,12-257509,1,0.5,"",|#,""
12,12-257509,2,0.5,"","",""
12,12-257509,3,1,.,"",|
12,12-257509,4,0.5,"","",""
12,12-257509,5,1.5,..,"",|
12,12-257509,6,0.5,"","",""
12,12-257509,7,1.5,..,"",|
12,12-257509,8,0.5,"","",""
12,12-257509,9,0.5,"","",""
12,12-257509,10,1,.,"",|
12,12-257509,11,1,.,"",""
12,12-257509,12,1,.,"",|
12,12-262441,1,0.5,"",|#,""
12,12-262441,2,0.5,"","",""
12,12-262441,3,0.5,"","",""
12,12-262441,4,0.5,"","",|
12,12-262441,5,0.5,"","",""
12,12-262441,6,0.5,"","",""
12,12-262441,7,0.5,"","",""
12,12-262441,8,0.5,"","",|
12,12-262441,9,1,.,"",""
12,12-262441,10,1,.,"",|
12,12-262441,11,1,.,"",""
12,12-262441,12,1,.,"",|
12,12-262461,1,1.5,..,|#,""
12,12-262461,2,0.5,"","",|
12,12-262461,3,1.5,..,"",""
12,12-262461,4,0.5,"","",|
12,12-262461,5,0.5,"","",""
12,12-262461,6,0.5,"","",""
12,12-262461,7,0.5,"","",""
12,12-262461,8,0.5,"","",|
12,12-262461,9,1,.,"",""
12,12-262461,10,1,.,"",|
12,12-262461,11,1,.,"",""
12,12-262461,12,1,.,"",|
12,12-262463,1,1,.,|#,""
12,12-262463,2,1,.,"",|
12,12-262463,3,1.5,..,"",""
12,12-262463,4,0.5,"","",|
12,12-262463,5,0.5,"","",""
12,12-262463,6,0.5,"","",""
12,12-262463,7,0.5,"","",""
12,12-262463,8,0.5,"","",|
12,12-262463,9,1,.,"",""
12,12-262463,10,1,.,"",|
12,12-262463,11,1,.,"",""
12,12-262463,12,1,.,"",|
12,12-262465,1,0.5,"",|#,""
12,12-262465,2,1.5,..,"",|
12,12-262465,3,1.5,..,"",""
12,12-262465,4,0.5,"","",|
12,12-262465,5,0.5,"","",""
12,12-262465,6,0.5,"","",""
12,12-262465,7,0.5,"","",""
12,12-262465,8,0.5,"","",|
12,12-262465,9,1,.,"",""
12,12-262465,10,1,.,"",|
12,12-262465,11,1,.,"",""
12,12-262465,12,1,.,"",|
12,12-262479,1,1.5,..,|#,""
12,12-262479,2,0.5,"","",|
12,12-262479,3,1,.,"",""
12,12-262479,4,1,.,"",|
12,12-262479,5,0.5,"","",""
12,12-262479,6,0.5,"","",""
12,12-262479,7,0.5,"","",""
12,12-262479,8,0.5,"","",|
12,12-262479,9,1,.,"",""
12,12-262479,10,1,.,"",|
12,12-262479,11,1,.,"",""
12,12-262479,12,1,.,"",|
12,12-262481,1,1,.,|#,""
12,12-262481,2,1,.,"",|
12,12-262481,3,1,.,"",""
12,12-262481,4,1,.,"",|
12,12-262481,5,0.5,"","",""
12,12-262481,6,0.5,"","",""
12,12-262481,7,0.5,"","",""
12,12-262481,8,0.5,"","",|
12,12-262481,9,1,.,"",""
12,12-262481,10,1,.,"",|
12,12-262481,11,1,.,"",""
12,12-262481,12,1,.,"",|
12,12-262483,1,0.5,"",|#,""
12,12-262483,2,1.5,..,"",|
12,12-262483,3,1,.,"",""
12,12-262483,4,1,.,"",|
12,12-262483,5,0.5,"","",""
12,12-262483,6,0.5,"","",""
12,12-262483,7,0.5,"","",""
12,12-262483,8,0.5,"","",|
12,12-262483,9,1,.,"",""
12,12-262483,10,1,.,"",|
12,12-262483,11,1,.,"",""
12,12-262483,12,1,.,"",|
12,12-262497,1,1.5,..,|#,""
12,12-262497,2,0.5,"","",|
12,12-262497,3,0.5,"","",""
12,12-262497,4,1.5,..,"",|
12,12-262497,5,0.5,"","",""
12,12-262497,6,0.5,"","",""
12,12-262497,7,0.5,"","",""
12,12-262497,8,0.5,"","",|
12,12-262497,9,1,.,"",""
12,12-262497,10,1,.,"",|
12,12-262497,11,1,.,"",""
12,12-262497,12,1,.,"",|
12,12-262499,1,1,.,|#,""
12,12-262499,2,1,.,"",|
12,12-262499,3,0.5,"","",""
12,12-262499,4,1.5,..,"",|
12,12-262499,5,0.5,"","",""
12,12-262499,6,0.5,"","",""
12,12-262499,7,0.5,"","",""
12,12-262499,8,0.5,"","",|
12,12-262499,9,1,.,"",""
12,12-262499,10,1,.,"",|
12,12-262499,11,1,.,"",""
12,12-262499,12,1,.,"",|
12,12-262501,1,0.5,"",|#,""
12,12-262501,2,1.5,..,"",|
12,12-262501,3,0.5,"","",""
12,12-262501,4,1.5,..,"",|
12,12-262501,5,0.5,"","",""
12,12-262501,6,0.5,"","",""
12,12-262501,7,0.5,"","",""
12,12-262501,8,0.5,"","",|
12,12-262501,9,1,.,"",""
12,12-262501,10,1,.,"",|
12,12-262501,11,1,.,"",""
12,12-262501,12,1,.,"",|
12,12-262695,1,1.5,..,|#,""
12,12-262695,2,0.5,"","",|
12,12-262695,3,1,.,"",""
12,12-262695,4,0.5,"","",""
12,12-262695,5,0.5,"","",|
12,12-262695,6,1,.,"",""
12,12-262695,7,0.5,"","",""
12,12-262695,8,0.5,"","",|
12,12-262695,9,1,.,"",""
12,12-262695,10,1,.,"",|
12,12-262695,11,1,.,"",""
12,12-262695,12,1,.,"",|
12,12-262697,1,1,.,|#,""
12,12-262697,2,1,.,"",|
12,12-262697,3,1,.,"",""
12,12-262697,4,0.5,"","",""
12,12-262697,5,0.5,"","",|
12,12-262697,6,1,.,"",""
12,12-262697,7,0.5,"","",""
12,12-262697,8,0.5,"","",|
12,12-262697,9,1,.,"",""
12,12-262697,10,1,.,"",|
12,12-262697,11,1,.,"",""
12,12-262697,12,1,.,"",|
12,12-262699,1,0.5,"",|#,""
12,12-262699,2,1.5,..,"",|
12,12-262699,3,1,.,"",""
12,12-262699,4,0.5,"","",""
12,12-262699,5,0.5,"","",|
12,12-262699,6,1,.,"",""
12,12-262699,7,0.5,"","",""
12,12-262699,8,0.5,"","",|
12,12-262699,9,1,.,"",""
12,12-262699,10,1,.,"",|
12,12-262699,11,1,.,"",""
12,12-262699,12,1,.,"",|
12,12-262713,1,1.5,..,|#,""
12,12-262713,2,0.5,"","",|
12,12-262713,3,0.5,"","",""
12,12-262713,4,1,.,"",""
12,12-262713,5,0.5,"","",|
12,12-262713,6,1,.,"",""
12,12-262713,7,0.5,"","",""
12,12-262713,8,0.5,"","",|
12,12-262713,9,1,.,"",""
12,12-262713,10,1,.,"",|
12,12-262713,11,1,.,"",""
12,12-262713,12,1,.,"",|
12,12-262715,1,1,.,|#,""
12,12-262715,2,1,.,"",|
12,12-262715,3,0.5,"","",""
12,12-262715,4,1,.,"",""
12,12-262715,5,0.5,"","",|
12,12-262715,6,1,.,"",""
12,12-262715,7,0.5,"","",""
12,12-262715,8,0.5,"","",|
12,12-262715,9,1,.,"",""
12,12-262715,10,1,.,"",|
12,12-262715,11,1,.,"",""
12,12-262715,12,1,.,"",|
12,12-262717,1,0.5,"",|#,""
12,12-262717,2,1.5,..,"",|
12,12-262717,3,0.5,"","",""
12,12-262717,4,1,.,"",""
12,12-262717,5,0.5,"","",|
12,12-262717,6,1,.,"",""
12,12-262717,7,0.5,"","",""
12,12-262717,8,0.5,"","",|
12,12-262717,9,1,.,"",""
12,12-262717,10,1,.,"",|
12,12-262717,11,1,.,"",""
12,12-262717,12,1,.,"",|
12,12-262739,1,1,.,|#,""
12,12-262739,2,0.5,"","",""
12,12-262739,3,0.5,"","",|
12,12-262739,4,1.5,..,"",""
12,12-262739,5,0.5,"","",|
12,12-262739,6,1,.,"",""
12,12-262739,7,0.5,"","",""
12,12-262739,8,0.5,"","",|
12,12-262739,9,1,.,"",""
12,12-262739,10,1,.,"",|
12,12-262739,11,1,.,"",""
12,12-262739,12,1,.,"",|
12,12-262741,1,0.5,"",|#,""
12,12-262741,2,1,.,"",""
12,12-262741,3,0.5,"","",|
12,12-262741,4,1.5,..,"",""
12,12-262741,5,0.5,"","",|
12,12-262741,6,1,.,"",""
12,12-262741,7,0.5,"","",""
12,12-262741,8,0.5,"","",|
12,12-262741,9,1,.,"",""
12,12-262741,10,1,.,"",|
12,12-262741,11,1,.,"",""
12,12-262741,12,1,.,"",|
12,12-262747,1,0.5,"",|#,""
12,12-262747,2,0.5,"","",""
12,12-262747,3,1,.,"",|
12,12-262747,4,1.5,..,"",""
12,12-262747,5,0.5,"","",|
12,12-262747,6,1,.,"",""
12,12-262747,7,0.5,"","",""
12,12-262747,8,0.5,"","",|
12,12-262747,9,1,.,"",""
12,12-262747,10,1,.,"",|
12,12-262747,11,1,.,"",""
12,12-262747,12,1,.,"",|
12,12-262767,1,1.5,..,|#,""
12,12-262767,2,0.5,"","",|
12,12-262767,3,0.5,"","",""
12,12-262767,4,0.5,"","",""
12,12-262767,5,1,.,"",|
12,12-262767,6,1,.,"",""
12,12-262767,7,0.5,"","",""
12,12-262767,8,0.5,"","",|
12,12-262767,9,1,.,"",""
12,12-262767,10,1,.,"",|
12,12-262767,11,1,.,"",""
12,12-262767,12,1,.,"",|
12,12-262769,1,1,.,|#,""
12,12-262769,2,1,.,"",|
12,12-262769,3,0.5,"","",""
12,12-262769,4,0.5,"","",""
12,12-262769,5,1,.,"",|
12,12-262769,6,1,.,"",""
12,12-262769,7,0.5,"","",""
12,12-262769,8,0.5,"","",|
12,12-262769,9,1,.,"",""
12,12-262769,10,1,.,"",|
12,12-262769,11,1,.,"",""
12,12-262769,12,1,.,"",|
12,12-262771,1,0.5,"",|#,""
12,12-262771,2,1.5,..,"",|
12,12-262771,3,0.5,"","",""
12,12-262771,4,0.5,"","",""
12,12-262771,5,1,.,"",|
12,12-262771,6,1,.,"",""
12,12-262771,7,0.5,"","",""
12,12-262771,8,0.5,"","",|
12,12-262771,9,1,.,"",""
12,12-262771,10,1,.,"",|
12,12-262771,11,1,.,"",""
12,12-262771,12,1,.,"",|
12,12-262793,1,1,.,|#,""
12,12-262793,2,0.5,"","",""
12,12-262793,3,0.5,"","",|
12,12-262793,4,1,.,"",""
12,12-262793,5,1,.,"",|
12,12-262793,6,1,.,"",""
12,12-262793,7,0.5,"","",""
12,12-262793,8,0.5,"","",|
12,12-262793,9,1,.,"",""
12,12-262793,10,1,.,"",|
12,12-262793,11,1,.,"",""
12,12-262793,12,1,.,"",|
12,12-262795,1,0.5,"",|#,""
12,12-262795,2,1,.,"",""
12,12-262795,3,0.5,"","",|
12,12-262795,4,1,.,"",""
12,12-262795,5,1,.,"",|
12,12-262795,6,1,.,"",""
12,12-262795,7,0.5,"","",""
12,12-262795,8,0.5,"","",|
12,12-262795,9,1,.,"",""
12,12-262795,10,1,.,"",|
12,12-262795,11,1,.,"",""
12,12-262795,12,1,.,"",|
12,12-262801,1,0.5,"",|#,""
12,12-262801,2,0.5,"","",""
12,12-262801,3,1,.,"",|
12,12-262801,4,1,.,"",""
12,12-262801,5,1,.,"",|
12,12-262801,6,1,.,"",""
12,12-262801,7,0.5,"","",""
12,12-262801,8,0.5,"","",|
12,12-262801,9,1,.,"",""
12,12-262801,10,1,.,"",|
12,12-262801,11,1,.,"",""
12,12-262801,12,1,.,"",|
12,12-262847,1,1,.,|#,""
12,12-262847,2,0.5,"","",""
12,12-262847,3,0.5,"","",|
12,12-262847,4,0.5,"","",""
12,12-262847,5,1.5,..,"",|
12,12-262847,6,1,.,"",""
12,12-262847,7,0.5,"","",""
12,12-262847,8,0.5,"","",|
12,12-262847,9,1,.,"",""
12,12-262847,10,1,.,"",|
12,12-262847,11,1,.,"",""
12,12-262847,12,1,.,"",|
12,12-262849,1,0.5,"",|#,""
12,12-262849,2,1,.,"",""
12,12-262849,3,0.5,"","",|
12,12-262849,4,0.5,"","",""
12,12-262849,5,1.5,..,"",|
12,12-262849,6,1,.,"",""
12,12-262849,7,0.5,"","",""
12,12-262849,8,0.5,"","",|
12,12-262849,9,1,.,"",""
12,12-262849,10,1,.,"",|
12,12-262849,11,1,.,"",""
12,12-262849,12,1,.,"",|
12,12-262855,1,0.5,"",|#,""
12,12-262855,2,0.5,"","",""
12,12-262855,3,1,.,"",|
12,12-262855,4,0.5,"","",""
12,12-262855,5,1.5,..,"",|
12,12-262855,6,1,.,"",""
12,12-262855,7,0.5,"","",""
12,12-262855,8,0.5,"","",|
12,12-262855,9,1,.,"",""
12,12-262855,10,1,.,"",|
12,12-262855,11,1,.,"",""
12,12-262855,12,1,.,"",|
12,12-263181,1,1.5,..,|#,""
12,12-263181,2,0.5,"","",|
12,12-263181,3,1,.,"",""
12,12-263181,4,0.5,"","",""
12,12-263181,5,0.5,"","",|
12,12-263181,6,0.5,"","",""
12,12-263181,7,1,.,"",""
12,12-263181,8,0.5,"","",|
12,12-263181,9,1,.,"",""
12,12-263181,10,1,.,"",|
12,12-263181,11,1,.,"",""
12,12-263181,12,1,.,"",|
12,12-263183,1,1,.,|#,""
12,12-263183,2,1,.,"",|
12,12-263183,3,1,.,"",""
12,12-263183,4,0.5,"","",""
12,12-263183,5,0.5,"","",|
12,12-263183,6,0.5,"","",""
12,12-263183,7,1,.,"",""
12,12-263183,8,0.5,"","",|
12,12-263183,9,1,.,"",""
